MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
OECD Env-Growth,SSP4_v9_130325,TKM,Population,million,,,,,,,,,,,4.501,4.748,5.042,5.297,5.514,5.675,5.772,5.826,5.838,5.807,5.729,5.612,5.46,5.284,5.088,4.877,4.655,4.428,4.202,3.979,3.76,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,TLS,Population,million,,,,,,,,,,,0.83,1.01,1.124,1.259,1.418,1.596,1.785,1.97,2.152,2.335,2.521,2.697,2.861,3.028,3.2,3.384,3.583,3.793,4.009,4.233,4.469,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,TON,Population,million,,,,,,,,,,,0.098,0.101,0.104,0.107,0.11,0.113,0.116,0.118,0.119,0.12,0.12,0.12,0.12,0.12,0.121,0.122,0.123,0.125,0.128,0.131,0.135,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,TTO,Population,million,,,,,,,,,,,1.292,1.315,1.341,1.357,1.36,1.35,1.329,1.3,1.263,1.217,1.163,1.104,1.041,0.976,0.911,0.847,0.783,0.724,0.669,0.618,0.571,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,TUN,Population,million,,,,,,,,,,,9.456,9.912,10.481,10.962,11.367,11.675,11.863,11.963,11.989,11.943,11.817,11.607,11.31,10.935,10.501,10.033,9.553,9.08,8.622,8.18,7.748,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,TUR,Population,million,,,,,,,,,,,63.628,68.143,72.752,77.015,80.941,84.301,86.945,89.042,90.576,91.519,91.829,91.565,90.76,89.485,87.802,85.787,83.514,81.072,78.516,75.879,73.172,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,TZA,Population,million,,,,,,,,,,,34.038,38.831,44.841,51.802,59.74,68.426,77.896,87.705,97.931,108.422,119.048,129.384,139.487,149.322,159.139,168.722,178.185,187.545,196.553,205.316,213.74,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,UGA,Population,million,,,,,,,,,,,24.213,28.431,33.425,39.623,46.956,55.331,64.932,75.419,86.874,99.213,112.337,125.62,138.916,152.232,165.568,178.797,192.008,204.759,216.987,228.991,240.322,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,UKR,Population,million,,,,,,,,,,,48.892,46.924,45.448,44.021,42.658,41.415,40.235,39.174,38.194,37.22,36.216,35.215,34.23,33.136,31.952,30.684,29.353,27.991,26.617,25.232,23.823,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,URY,Population,million,,,,,,,,,,,3.319,3.323,3.369,3.391,3.398,3.389,3.359,3.315,3.254,3.177,3.086,2.984,2.874,2.76,2.644,2.527,2.408,2.29,2.172,2.056,1.942,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,USA,Population,million,,,,,,,,,,,282.496,296.82,310.384,322.095,333.634,344.461,353.765,362.096,369.196,374.818,379.154,382.872,386.15,388.516,389.653,389.259,387.129,383.351,378.219,371.959,364.584,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,UZB,Population,million,,,,,,,,,,,24.776,25.947,27.445,28.69,29.73,30.456,30.84,30.983,30.925,30.659,30.169,29.484,28.623,27.659,26.614,25.5,24.336,23.15,21.974,20.831,19.729,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,VCT,Population,million,,,,,,,,,,,0.108,0.109,0.109,0.109,0.109,0.109,0.107,0.106,0.103,0.1,0.097,0.094,0.09,0.086,0.083,0.079,0.075,0.071,0.068,0.064,0.061,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,VEN,Population,million,,,,,,,,,,,24.348,26.664,28.98,31.097,33.063,34.769,36.154,37.276,38.113,38.659,38.912,38.904,38.65,38.148,37.412,36.468,35.347,34.084,32.714,31.266,29.765,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,VNM,Population,million,,,,,,,,,,,78.758,83.161,87.848,92.01,95.447,97.826,99.169,99.796,99.689,98.745,96.94,94.402,91.283,87.721,83.798,79.565,75.102,70.555,66.099,61.846,57.821,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,VUT,Population,million,,,,,,,,,,,0.185,0.211,0.24,0.269,0.3,0.332,0.366,0.399,0.431,0.462,0.493,0.522,0.551,0.577,0.601,0.624,0.644,0.664,0.681,0.697,0.712,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,WSM,Population,million,,,,,,,,,,,0.177,0.18,0.183,0.186,0.19,0.193,0.196,0.198,0.198,0.197,0.195,0.193,0.191,0.19,0.19,0.191,0.192,0.195,0.199,0.204,0.21,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,YEM,Population,million,,,,,,,,,,,17.723,20.649,24.053,28.063,32.802,38.081,43.705,49.484,55.595,62.065,68.78,75.5,82.096,88.546,95.004,101.44,107.821,114.12,120.204,126.027,131.7,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ZAF,Population,million,,,,,,,,,,,44.76,47.793,50.133,52.244,54.132,55.521,56.455,56.949,57.07,56.823,56.248,55.434,54.441,53.139,51.562,49.74,47.738,45.619,43.405,41.115,38.772,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ZMB,Population,million,,,,,,,,,,,10.202,11.462,13.089,15.217,17.776,20.522,23.548,26.784,30.201,33.678,37.278,40.777,44.179,47.601,51.012,54.377,57.747,60.969,64.13,67.209,70.147,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ZWE,Population,million,,,,,,,,,,,12.509,12.571,12.571,12.768,13.118,13.394,13.598,13.721,13.824,13.937,14.062,14.158,14.196,14.277,14.397,14.563,14.75,14.975,15.215,15.483,15.774,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,AFG,Population,million,,,,,,,,,,,22.856,27.615,31.412,36.022,41.6,48.011,55.153,62.642,70.545,78.954,87.831,96.795,105.685,114.52,123.324,132.126,140.76,149.175,157.181,164.686,171.515,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,AGO,Population,million,,,,,,,,,,,13.926,16.489,19.082,22.075,25.588,29.514,33.626,37.696,41.752,45.89,50.051,54.064,57.841,61.361,64.645,67.725,70.586,73.243,75.517,77.569,79.222,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ALB,Population,million,,,,,,,,,,,3.072,3.142,3.204,3.232,3.248,3.247,3.225,3.189,3.141,3.079,3.004,2.919,2.824,2.716,2.593,2.458,2.314,2.166,2.019,1.877,1.743,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ARE,Population,million,,,,,,,,,,,3.033,4.069,7.512,9.726,10.985,12.121,13.14,14.07,14.893,15.584,16.119,16.499,16.738,16.769,16.599,16.257,15.791,15.243,14.634,13.966,13.229,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ARG,Population,million,,,,,,,,,,,36.931,38.681,40.412,41.924,43.233,44.271,45.018,45.57,45.891,45.946,45.734,45.298,44.649,43.813,42.8,41.632,40.352,38.996,37.593,36.158,34.708,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ARM,Population,million,,,,,,,,,,,3.076,3.066,3.092,3.067,3.012,2.935,2.847,2.753,2.647,2.529,2.401,2.271,2.141,2.018,1.896,1.774,1.655,1.543,1.439,1.347,1.263,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,AUS,Population,million,,,,,,,,,,,19.164,20.404,22.268,24.08,25.807,27.462,28.963,30.372,31.706,32.953,34.087,35.103,35.983,36.635,37.062,37.262,37.22,36.938,36.405,35.609,34.59,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,AUT,Population,million,,,,,,,,,,,8.005,8.232,8.394,8.537,8.645,8.732,8.784,8.81,8.811,8.788,8.73,8.633,8.501,8.324,8.118,7.888,7.633,7.354,7.054,6.733,6.387,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,AZE,Population,million,,,,,,,,,,,8.111,8.588,9.188,9.66,10.017,10.223,10.329,10.383,10.376,10.282,10.103,9.863,9.585,9.267,8.904,8.501,8.075,7.652,7.246,6.852,6.457,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BDI,Population,million,,,,,,,,,,,6.374,7.251,8.383,9.692,11.015,12.294,13.505,14.656,15.808,16.971,18.099,19.138,20.078,20.899,21.618,22.295,22.878,23.338,23.673,23.882,23.982,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BEL,Population,million,,,,,,,,,,,10.176,10.414,10.712,10.972,11.176,11.345,11.473,11.577,11.654,11.687,11.671,11.611,11.514,11.371,11.193,10.982,10.733,10.448,10.127,9.774,9.368,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BEN,Population,million,,,,,,,,,,,6.518,7.634,8.85,10.214,11.678,13.214,14.821,16.415,17.977,19.519,21.015,22.451,23.8,25.058,26.218,27.284,28.263,29.098,29.858,30.504,31.062,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BFA,Population,million,,,,,,,,,,,12.294,14.198,16.469,19.133,22.162,25.515,29.254,33.206,37.314,41.556,45.887,50.191,54.358,58.427,62.426,66.299,70.056,73.667,77.105,80.409,83.493,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BGD,Population,million,,,,,,,,,,,129.592,140.588,148.692,156.393,163.885,169.986,174.36,177.329,178.799,178.691,177.054,174.044,169.807,164.642,158.655,152.023,144.943,137.612,130.215,122.918,115.847,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BGR,Population,million,,,,,,,,,,,8.006,7.739,7.494,7.255,7.035,6.833,6.639,6.457,6.286,6.117,5.946,5.77,5.59,5.388,5.171,4.944,4.714,4.483,4.255,4.028,3.798,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,BHR,Population,million,,,,,,,,,,,0.638,0.725,1.262,1.63,1.87,2.096,2.306,2.507,2.698,2.873,3.023,3.146,3.242,3.304,3.335,3.338,3.315,3.27,3.208,3.125,3.021,,,,,,,,,,
OECD Env-Growth,SSP4_v9_130325,ABW,Population,million,,,,,,,,,,,0.09,0.101,0.107,0.118,0.124,0.13,0.135,0.139,0.142,0.145,0.147,0.148,0.148,0.148,0.147,0.144,0.14,0.136,0.131,0.125,0.118,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BHS,Population,million,,,,,,,,,,,0.298,0.319,0.343,0.365,0.387,0.407,0.424,0.44,0.454,0.464,0.472,0.476,0.477,0.475,0.469,0.46,0.448,0.434,0.416,0.395,0.373,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BIH,Population,million,,,,,,,,,,,3.694,3.781,3.76,3.742,3.711,3.667,3.609,3.542,3.465,3.375,3.271,3.154,3.03,2.896,2.755,2.608,2.457,2.298,2.131,1.965,1.8,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BLR,Population,million,,,,,,,,,,,10.058,9.825,9.595,9.415,9.222,9.019,8.815,8.621,8.433,8.228,7.999,7.751,7.494,7.22,6.932,6.629,6.312,5.988,5.66,5.319,4.976,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BLZ,Population,million,,,,,,,,,,,0.251,0.281,0.312,0.336,0.353,0.362,0.365,0.366,0.363,0.357,0.348,0.337,0.325,0.312,0.3,0.288,0.276,0.264,0.252,0.24,0.228,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,TWN,Population,million,,,,,,,,,,,0,0,22.975,23.57,23.929,24.33,24.652,24.801,24.631,24.111,23.27,22.201,21.292,21.287,21.043,20.592,19.954,19.088,18.034,16.84,15.554,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BOL,Population,million,,,,,,,,,,,8.307,9.147,9.93,10.522,10.965,11.276,11.474,11.583,11.599,11.52,11.358,11.13,10.842,10.539,10.224,9.897,9.559,9.211,8.858,8.507,8.165,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BRA,Population,million,,,,,,,,,,,174.425,185.987,194.946,202.206,207.991,212.308,215.02,216.479,216.625,215.528,213.077,209.404,204.589,198.804,192.205,184.894,177.009,168.601,159.272,149.348,139.102,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BRB,Population,million,,,,,,,,,,,0.268,0.271,0.273,0.276,0.277,0.278,0.277,0.275,0.271,0.266,0.259,0.251,0.242,0.233,0.223,0.212,0.201,0.189,0.176,0.163,0.15,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BRN,Population,million,,,,,,,,,,,0.327,0.363,0.399,0.429,0.457,0.482,0.503,0.521,0.537,0.55,0.56,0.566,0.568,0.567,0.561,0.551,0.537,0.519,0.498,0.473,0.445,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BTN,Population,million,,,,,,,,,,,0.571,0.659,0.726,0.795,0.866,0.935,0.998,1.056,1.109,1.156,1.194,1.223,1.243,1.25,1.246,1.231,1.205,1.171,1.13,1.085,1.034,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,BWA,Population,million,,,,,,,,,,,1.758,1.876,2.007,2.119,2.233,2.335,2.42,2.499,2.573,2.641,2.698,2.741,2.769,2.773,2.756,2.721,2.667,2.599,2.517,2.424,2.321,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CAF,Population,million,,,,,,,,,,,3.702,4.018,4.401,4.769,5.14,5.497,5.812,6.095,6.336,6.523,6.665,6.763,6.819,6.836,6.813,6.751,6.653,6.524,6.367,6.187,5.988,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CAN,Population,million,,,,,,,,,,,30.667,32.283,34.017,36.209,38.876,41.942,45.107,48.279,51.576,55.088,58.817,62.671,66.597,70.384,73.927,77.249,80.335,82.97,85.101,86.78,88.101,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CHE,Population,million,,,,,,,,,,,7.168,7.415,7.664,7.955,8.264,8.64,9.05,9.47,9.903,10.356,10.828,11.304,11.771,12.173,12.512,12.803,13.033,13.21,13.337,13.421,13.468,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CHL,Population,million,,,,,,,,,,,15.42,16.302,17.114,17.815,18.409,18.886,19.224,19.455,19.571,19.568,19.444,19.217,18.899,18.501,18.015,17.421,16.728,15.95,15.072,14.095,13.067,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CHN,Population,million,,,,,,,,,,,1269.117,1307.593,1341.335,1360.357,1370.95,1370.528,1359.188,1338.659,1308.693,1270.244,1224.522,1173.183,1117.585,1059.189,999.737,940.394,880.994,821.37,762.385,703.63,644.558,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CIV,Population,million,,,,,,,,,,,16.582,18.021,19.738,21.145,22.28,23.188,23.855,24.375,24.703,24.823,24.76,24.552,24.221,23.863,23.468,23.026,22.537,22.009,21.445,20.851,20.237,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CMR,Population,million,,,,,,,,,,,15.678,17.554,19.599,21.42,23.136,24.719,26.126,27.416,28.536,29.44,30.139,30.651,30.989,31.165,31.17,31.003,30.67,30.189,29.57,28.828,27.977,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,COD,Population,million,,,,,,,,,,,49.626,57.421,65.966,74.754,83.853,93.016,101.579,109.729,117.241,123.911,129.597,134.438,138.446,141.659,144.048,145.604,146.355,146.35,145.618,144.2,142.159,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,COG,Population,million,,,,,,,,,,,3.136,3.533,4.043,4.525,5.003,5.475,5.916,6.336,6.719,7.053,7.334,7.566,7.749,7.876,7.946,7.958,7.916,7.823,7.683,7.5,7.278,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,COL,Population,million,,,,,,,,,,,39.764,43.041,46.295,49.065,51.411,53.356,54.898,56.122,56.981,57.451,57.54,57.306,56.773,55.99,54.974,53.744,52.312,50.669,48.701,46.476,44.068,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,COM,Population,million,,,,,,,,,,,0.562,0.643,0.735,0.806,0.856,0.894,0.927,0.954,0.971,0.976,0.97,0.957,0.939,0.92,0.899,0.876,0.85,0.822,0.792,0.761,0.73,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CPV,Population,million,,,,,,,,,,,0.437,0.473,0.496,0.508,0.512,0.506,0.495,0.481,0.464,0.444,0.42,0.395,0.368,0.344,0.322,0.301,0.283,0.266,0.249,0.234,0.219,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CRI,Population,million,,,,,,,,,,,3.919,4.309,4.659,4.985,5.291,5.575,5.822,6.043,6.231,6.375,6.474,6.531,6.55,6.521,6.447,6.331,6.156,5.927,5.653,5.334,4.976,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CUB,Population,million,,,,,,,,,,,11.104,11.254,11.258,11.143,10.937,10.646,10.294,9.9,9.463,8.985,8.463,7.905,7.32,6.736,6.176,5.644,5.134,4.65,4.194,3.751,3.329,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CYP,Population,million,,,,,,,,,,,0.943,1.033,1.104,1.182,1.263,1.346,1.42,1.489,1.554,1.613,1.663,1.702,1.728,1.737,1.731,1.705,1.66,1.596,1.513,1.419,1.32,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,CZE,Population,million,,,,,,,,,,,10.243,10.221,10.493,10.843,11.214,11.626,12.031,12.411,12.819,13.282,13.782,14.282,14.763,15.174,15.529,15.828,16.064,16.249,16.395,16.499,16.553,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,DEU,Population,million,,,,,,,,,,,82.349,82.541,82.302,82.571,83.307,84.46,85.774,87.111,88.561,90.177,91.934,93.716,95.496,97.04,98.291,99.248,100.005,100.333,100.214,99.755,99.065,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,DJI,Population,million,,,,,,,,,,,0.732,0.808,0.889,0.961,1.033,1.095,1.146,1.19,1.228,1.258,1.279,1.291,1.295,1.292,1.282,1.265,1.242,1.214,1.181,1.144,1.105,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,DNK,Population,million,,,,,,,,,,,5.34,5.419,5.55,5.72,5.93,6.196,6.489,6.787,7.092,7.421,7.785,8.181,8.598,9.018,9.437,9.854,10.265,10.672,11.067,11.428,11.756,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,DOM,Population,million,,,,,,,,,,,8.592,9.264,9.927,10.424,10.802,11.068,11.233,11.32,11.325,11.25,11.102,10.894,10.634,10.348,10.042,9.719,9.381,9.032,8.672,8.277,7.857,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,DZA,Population,million,,,,,,,,,,,30.534,32.888,35.468,37.823,39.865,41.464,42.637,43.57,44.294,44.762,44.889,44.664,44.107,43.295,42.276,41.08,39.735,38.283,36.786,35.243,33.58,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ECU,Population,million,,,,,,,,,,,12.345,13.426,14.465,15.318,16.019,16.576,16.996,17.313,17.511,17.591,17.553,17.418,17.191,16.904,16.558,16.157,15.708,15.174,14.557,13.875,13.124,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,EGY,Population,million,,,,,,,,,,,67.648,74.203,81.121,87.503,93.152,97.857,101.71,105.047,107.767,109.75,110.961,111.513,111.457,110.903,109.809,108.143,105.946,103.309,100.356,97.17,93.583,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ERI,Population,million,,,,,,,,,,,3.668,4.486,5.254,6.015,6.768,7.474,8.137,8.792,9.412,9.96,10.421,10.793,11.088,11.305,11.441,11.494,11.467,11.37,11.209,10.988,10.709,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ESP,Population,million,,,,,,,,,,,40.288,43.395,46.077,48.231,49.852,51.566,53.354,55.315,57.471,59.683,61.811,63.79,65.683,67.314,68.612,69.612,70.319,70.659,70.811,70.894,70.904,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,EST,Population,million,,,,,,,,,,,1.371,1.346,1.341,1.34,1.342,1.346,1.352,1.362,1.381,1.406,1.434,1.462,1.492,1.521,1.552,1.585,1.617,1.645,1.669,1.692,1.715,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ETH,Population,million,,,,,,,,,,,65.578,74.264,82.95,91.699,100.591,108.986,116.305,122.792,128.414,133.199,137.152,140.243,142.433,143.839,144.47,144.317,143.399,141.735,139.364,136.385,132.899,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,FIN,Population,million,,,,,,,,,,,5.173,5.244,5.365,5.53,5.73,5.962,6.203,6.439,6.683,6.949,7.249,7.578,7.928,8.281,8.625,8.964,9.304,9.637,9.945,10.229,10.498,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,FJI,Population,million,,,,,,,,,,,0.812,0.823,0.861,0.879,0.881,0.867,0.844,0.816,0.782,0.743,0.701,0.658,0.613,0.571,0.533,0.498,0.466,0.437,0.411,0.387,0.365,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,FRA,Population,million,,,,,,,,,,,60.913,63.011,64.935,67.361,70.183,73.373,76.771,80.243,83.832,87.545,91.402,95.362,99.432,103.279,106.976,110.607,114.154,117.423,120.432,123.226,125.846,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GAB,Population,million,,,,,,,,,,,1.235,1.371,1.505,1.623,1.738,1.84,1.925,1.998,2.059,2.106,2.141,2.163,2.174,2.173,2.159,2.133,2.095,2.047,1.989,1.923,1.852,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GBR,Population,million,,,,,,,,,,,58.874,60.203,62.036,64.632,67.504,70.758,74.182,77.665,81.33,85.262,89.447,93.756,98.148,102.491,106.798,110.955,115.01,118.858,122.309,125.435,128.323,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GEO,Population,million,,,,,,,,,,,4.746,4.477,4.352,4.221,4.031,3.807,3.586,3.372,3.157,2.937,2.716,2.5,2.294,2.105,1.931,1.773,1.626,1.493,1.366,1.248,1.143,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GHA,Population,million,,,,,,,,,,,19.165,21.64,24.392,26.92,29.263,31.414,33.365,35.21,36.855,38.207,39.251,40.016,40.542,40.889,41.045,40.995,40.739,40.295,39.682,38.914,38.003,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GIN,Population,million,,,,,,,,,,,8.344,9.041,9.982,10.696,11.26,11.649,11.889,12.015,12,11.844,11.568,11.203,10.772,10.375,10.013,9.681,9.375,9.093,8.835,8.599,8.384,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GMB,Population,million,,,,,,,,,,,1.297,1.504,1.728,1.931,2.11,2.265,2.396,2.511,2.603,2.669,2.71,2.727,2.726,2.716,2.699,2.673,2.639,2.599,2.552,2.5,2.444,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GNB,Population,million,,,,,,,,,,,1.241,1.368,1.515,1.642,1.758,1.862,1.949,2.028,2.093,2.143,2.176,2.194,2.199,2.197,2.186,2.166,2.137,2.1,2.056,2.006,1.951,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GNQ,Population,million,,,,,,,,,,,0.52,0.608,0.7,0.793,0.892,0.992,1.087,1.178,1.262,1.337,1.404,1.462,1.513,1.553,1.58,1.594,1.595,1.584,1.563,1.533,1.494,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GRC,Population,million,,,,,,,,,,,10.987,11.183,11.359,11.512,11.59,11.712,11.881,12.086,12.316,12.561,12.813,13.064,13.318,13.542,13.705,13.814,13.887,13.909,13.89,13.847,13.785,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GTM,Population,million,,,,,,,,,,,11.237,12.717,14.389,15.702,16.739,17.569,18.215,18.704,19.014,19.155,19.148,19.032,18.813,18.559,18.269,17.937,17.562,17.145,16.684,16.185,15.637,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,GUY,Population,million,,,,,,,,,,,0.733,0.746,0.754,0.753,0.745,0.722,0.691,0.656,0.617,0.574,0.53,0.484,0.44,0.4,0.365,0.333,0.305,0.28,0.258,0.238,0.221,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,HKG,Population,million,,,,,,,,,,,6.783,6.81,7.053,7.392,7.749,8.169,8.633,9.114,9.563,9.956,10.265,10.485,10.625,10.622,10.5,10.275,9.957,9.525,8.999,8.403,7.761,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,HND,Population,million,,,,,,,,,,,6.218,6.879,7.601,8.171,8.625,8.962,9.202,9.367,9.454,9.465,9.409,9.298,9.137,8.956,8.756,8.536,8.298,8.044,7.777,7.483,7.161,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,HRV,Population,million,,,,,,,,,,,4.506,4.442,4.403,4.374,4.342,4.309,4.273,4.237,4.199,4.151,4.091,4.02,3.939,3.841,3.727,3.598,3.444,3.268,3.077,2.876,2.66,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,HTI,Population,million,,,,,,,,,,,8.645,9.347,9.993,10.458,10.792,10.977,11.053,11.06,10.993,10.852,10.644,10.374,10.047,9.714,9.371,9.017,8.65,8.278,7.907,7.542,7.191,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,HUN,Population,million,,,,,,,,,,,10.211,10.087,9.984,9.907,9.891,9.926,9.979,10.03,10.089,10.162,10.251,10.351,10.456,10.534,10.582,10.611,10.634,10.65,10.639,10.612,10.575,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,IDN,Population,million,,,,,,,,,,,213.395,227.303,239.871,250.343,258.896,265.176,269.335,271.895,272.661,271.572,268.552,263.83,257.567,250.053,241.552,232.257,222.398,212.137,201.633,191.013,180.359,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,IND,Population,million,,,,,,,,,,,1053.898,1140.043,1224.614,1297.665,1360.706,1414.148,1457.427,1493.691,1521.182,1539.273,1547,1544.711,1532.067,1509.196,1476.771,1435.373,1385.981,1329.635,1267.837,1202.19,1134.34,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,IRL,Population,million,,,,,,,,,,,3.804,4.158,4.47,4.807,5.151,5.512,5.882,6.261,6.656,7.068,7.488,7.904,8.318,8.716,9.103,9.462,9.794,10.102,10.372,10.611,10.824,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,IRN,Population,million,,,,,,,,,,,65.342,69.732,73.974,77.986,81.23,83.479,84.96,86.084,86.885,87.199,86.87,85.908,84.382,82.386,79.944,77.039,73.702,69.754,65.483,61.093,56.611,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,IRQ,Population,million,,,,,,,,,,,23.857,27.359,31.672,35.683,39.441,42.991,46.315,49.479,52.295,54.642,56.508,57.987,59.116,59.969,60.533,60.796,60.758,60.429,59.821,58.849,57.432,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ISL,Population,million,,,,,,,,,,,0.281,0.297,0.32,0.348,0.378,0.411,0.445,0.478,0.513,0.55,0.588,0.627,0.667,0.705,0.741,0.777,0.81,0.84,0.867,0.891,0.913,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ISR,Population,million,,,,,,,,,,,6.015,6.605,7.418,8.409,9.51,10.703,11.946,13.217,14.547,15.93,17.354,18.789,20.223,21.738,23.328,24.993,26.736,28.553,30.434,32.411,34.529,,,,,,,,,,
OECD Env-Growth,SSP5_v9_130325,ITA,Population,million,,,,,,,,,,,56.986,58.671,60.551,61.932,62.892,64.063,65.373,66.754,68.197,69.629,71.012,72.324,73.575,74.476,75.008,75.307,75.468,75.382,75.145,74.801,74.346,,,,,,,,,,
